key	kind	kima_linked	kima_id	wikidata	lat	lon	name_heb	name_rom	names_all	occurrences	n_editions	editions	context_sample
H-LOC_519	authority	yes	14860	Q219767			דינעוויץ		דינעוויץ	3	1	Sipurim-Nehmadim	"הרה״ק ר׳ ישעיה הנ""ל היה דר מקודם בעיר דינעוויץ (פלך פאדאליע) ותפלתו היתה דבר פלא ובאותו עת היה דוסס גדול הדוכס מסמילא (פלך קיעוו) והיה לו עוד ערים וכפרים הר… ⟦SEP⟧ סמילא ופ""א היה האופראווליאיעשטשע הנ״ל בעיר דינעוויץ ושמע שמפליאים מאד תפלת הרה״ק ר׳ ישעיה הנ""ל וילך לשמוע תפלתו בש""ק ובעת שאמר הרה״ק ר׳ ישעיה קדושת כתר נזרק ויצא…"
H-LOC_521	authority	yes	20708	Q22586910			עש		עש	3	3	Hitgalut-HaZadikim; Maasiot-Pliot; Maasiot-veSihot-Zadikim	"…ה בכל ענינים עד שיתרומם ויתחדש מזלנו. ועוד נאיר כבראשונה. ושמע הבעל לדבריה ועשה כן והלך לחעלים. ובא שמה ביום ועש״ק. וחשב בעצמו כי רק כאשר ידרוך על מפתן ביתו. והרב הקדוש יראה את פניו. תיכף ירוץ לנגדו כלקראת מלך. כן חשב הבעה״ב… ⟦SEP⟧ … ממיתה. ט מהגביר הצדיק רבי איסורל אבי רבינו הרמ״א. י מרבינו יהודא החסיד בעל ס׳ חסידים. יא ממרן אלהי הק׳ והט׳ בעש״ט. יב ממרן אלהי ר״מ די ליאון. יג ממרן אלהי רבי זושא מאניפאלי. יד מירושלים עה״ק בשנים קדמוניות. טו מעשה ברבי אלי… ⟦SEP⟧ …יד ר׳ עוזר שהיה חתן הצדיק ר׳ פאביש מבאלשיוועץ ה""ר עוזר הנ""ל היה נוסע בכל פעם להצדיק מסטרעליסק פעם אחת בא לשם בעש״ק והיה בדעתו ליתן להצדיק ב׳ ריינש ונכנס להרב לקבל שלום אמר לו אנחנו יודעים שאתה רוצה ליתן לנו מעות ועתה אנחנו…"
H-LOC_532	authority	yes	89923	Q2473433			טעפליק		טעפליק	3	1	Kokhvei-Or	"… יצחק ז""ל מחארשטשיוואטע הרב ר' עירא ז""ל (שהי׳ אח""כ במדינת וואלכייא) הרב ר' דוד ז""ל מלאדיזען הרב ר׳ מרדכי ז""ל מטעפליק ר׳ גרשון נכד המגיד ז""ל ר' יצחק חתן המגיד ז""ל ר' יצחק מדאשיב ר׳ קהת מטירהאוויצע ר' זאב מטירהאו ויצע ר׳ אבא שו""… ⟦SEP⟧ דיברו לפניו פ""א מענין הפירצה שנפרצה במדינת אשכנז לגלח את הזקן והפאות ועמד אז לפניו ר׳ מאיר ז""ל מטעפליק שהיה איש ירא וחרד לדבר ה׳ והתחיל לתמוה מאד ע״ז וענה ואמר איך עוברים בכל ⟦SEP⟧ פ""א בא אליו ר' מאיר הנ""ל ושאל לו מורנ""ת ז""ל על איש אחד מטעפליק שהיה קצת כרוך אחריו והשיב לו כלאחר יד כאומר שאין ממי לדבר ענה ואמר לו שמע נא בקולי אם תרצה להביט בעיין כזה תח…"
H-LOC_539	authority	yes	20209	Q2595900			טורבין		טורבין	3	2	Smichat-Moshe; shivheiZadikim	"…וש רבי ר׳ שמעלקא הי׳ חתן הרב הגדול מ׳ יהושיע פרגם מרישא. בהרב מ׳ מרדכי ר״מ מטיסמעניץ בהרב המאה״ג מ׳ משה אבד״ק טורבין בהרב המאה״ג ע׳ שמואל אבדות קודייעץ נכד הגאון מ׳ שכנא אבד״ק וויען הבירה נכד הגאון מ׳ שכלא אבד״ק ללובלין חותן ה… ⟦SEP⟧ … ר׳ דוד מלעלוב יז מהה״ק הרבי ר׳ שמואל מקארוב יח מהה״ק הרבי ר' אפרי' פישלע מסטריקאוו יט מהה״ק ר׳ שמואל נח הרב מטורבין כ מהגאון ר׳ אברהם אבוש הרב דק' פפד״מ ⟦SEP⟧ מרגלא בפומא דאינשי על הה״מ מטורבין הנ""ל ה""ה הרב הגה״ק מוה׳ שמואל נח ז""ל שאחר פטירתו בשעת הטהרה במקוה מ' סאה כפי צוואתו. טבל א""ע נספר בזה גופא דע…"
H-LOC_548	authority	yes	27178	Q2641614	50.46666667	29.81666667	מקארוב		מקארוב | מוקארוב	3	2	Mifalot-HaZadikim; SipurimUmaamarimYekarim	"בשם הרב הצדיק המפורסם וכו' הרב ר' מנחם נחום זצלל""ה ממקארוב ותעל הצפרדע ותכס את ארץ מצרים (שמות ח') כי הנה ראשית המחשבה כשאדם קם ממטתו בבוקר צריך לדבק להשי""ת בדבקות המוח… ⟦SEP⟧ מהרב הצדיק וכו׳ ר׳ מנחם נחום ממוקארוב פעם אחת נחלה הרב הנ״ל ע״י נפיחות ראשו ופניו ונפל למשכב ולא הניחו לבוא לפניו שום אדם כדי שלא יבלבלו שינתו. והנ… ⟦SEP⟧ … ואשתו השניה היתה בת הרה״ק ר׳ דוד לייקעס זצוק""ל. והוליד ממנה חמשה בנים הקדושים המפורסמים. ה״ה. הרה״ק ר׳ נחום ממקארוב. והרה״ק ר׳ אברהם מטוריסק. והרה״ק ר׳ דוד מטאלנע. והרה״ק ר׳ יצחק מסקווירא. והרה״ק ר׳ יוחנן מרחמיסטריווקע זצוק""ל…"
H-LOC_550	authority	yes	85189	Q2652151			לובער		לובער	3	1	Sipurim-Nehmadim	בעיר לובער פלך זיטאמיר היה שם עשיר אחד והיה לו אוהב וידיך נאמן בעיר אוסטרעפאליע ומשם לעיר לובער בערך עשרים ושנים וויערסט…
H-LOC_552	authority	yes	69584	Q268638			האדיץ		האדיץ | האדיץ בפלך פאלטאווע	3	2	Khal-Hasidim; Shivhei-Harav	…התענג בחדר דו אלהי הרוחות. ואת העם עזב לאנחות. ונתיעצו כל העם אנה להגנז את ארון הקודש נגמר בדעתם להוליכו לעיר האדיץ בפלך פאלטאווע כי היא הסמוכה אל הכפר ההוא מכל ערי ישראל. והובילוהו שמה כל הנאספים אליו בכבוד גדול כאשר יאתה לו… ⟦SEP⟧ … בדרך בחורף שנת תקע״ז אשר בברחו מפני הצרפתים סבב נסיעתו בפלך חארקעוו בראסיי' שם שבר הרב דירה בכפר הרחוקה מעיר האדיץ ששה פרסאות שם ראו ממנו נוראות ונפלאות אשר לא ישוער במוח גשמי. ולא פסק פומי' מגירסא : כאשר כתבו בניו הקדושים ב…
H-LOC_569	authority	yes	13763	Q918723			פרייסן		פרייסן | פרייסען	3	3	Adat-Zadikim; Khal-Hasidim; shivheiZadikim	"…נשמתו ומחמת כי הבית לא הכילה את כל האנשים ע""כ עמדו המון רב לפני ביתו בהרחוב : ויהי ויהי כעמדם נשמע רעש כי מלך פרייסן בא לכאן וכאשר שמעו כל האנשים הנצבים פה. כי המלך בא נשאר בדעתם לילך אליו ולהתחנן לפניו שיתיר להם שיקראו את הדא… ⟦SEP⟧ …ציאת נשמתו ומחמת כי הבית לא הכילה את כל האנשים ע""כ עמדו המון רב לפני ביתו בהרחוב : ויהי כעמדם נשמע רעש כי מלך פרייסן בא לעיר. ויתמהו כל האנשים הנצבים פה. כי המלך בא נשאר בדעתם שילכו אליו ולהתחנן לפניו שיתיר להם שיקראו את הדאקט… ⟦SEP⟧ סיפר אחד המיוחד מתלמידי הגאון הצדיק ר׳ עקיבא איגר ז""ל ה""ה הרב המאה״ג מו״ה ברוך ז""ל רב בק' גאללוב במדינת פרייסען מה שאירע פ""א אצל רבו מובהק הגאון מו""ה עקיבא זצ""ל שבשעת לימוד הישיבה חידש הגאון ז""ל דבר חידוש א׳ לתרץ קושיות ח…"
H-LOC_638	authority	no		Q850072			אטשאקעוו		אטשאקעוו	3	2	Adat-Zadikim; Khal-Hasidim	…מה ובעת ההוא היתה מלחמת קאטארינע על עיר אטשאקעו. ויאמר אליו הקפיטאן הנה קבלתי היום פקודה כי אסע למקום המלחמה לאטשאקעוו ובידי יש עשרת אלפים אדומים ואין רצוני להובילם אתי אל מקום המלחמה פן אמות שם וזרע אין לי ולמי ישאר כל ההון הזה… ⟦SEP⟧ …חד רוצה לכנוס אליו ויאמר יכנוס. ויבא האדון אליו והנה הוא קאפיטאן גדול מבעלי מלחמה ובעת ההיא היתה מלחמה על עיר אטשאקעוו. ויאמר אליו הקפיטאן הנה קבלתי היום פקודה כי אסע למקום המלחמה לאטשאקעוו ובידי יש עשרת אלפים אדומים ואין רצוני …
H-LOC_645	authority	no		Q928392			שעפס		שעפס	3	1	shivheiZadikim	"…זאב וואלף מזיטאמיר יג מהה״ק ר׳ יעי״צ הרבי מלובלין יד מהה״ק היהודי מפרשיסחא טו מהה״ק ר' מאיר הלוי הורוויץ הרב משעפס טז מהה״ק ר׳ דוד מלעלוב יז מהה״ק הרבי ר׳ שמואל מקארוב יח מהה״ק הרבי ר' אפרי' פישלע מסטריקאוו יט מהה״ק ר׳ שמואל… ⟦SEP⟧ עוד זאת היה מנהג בק' שעפס. שהיה חדר שלו שעסק בו בתורה יעבודה בפאליש של הבהכ״נ. ושם היה בית המשפט וההוראה ודירתו עבור הרבנית וב""ב כולם ה… ⟦SEP⟧ …משבחי הצדיק הנשגב הזה ועניניו. מאשר סיפרו אנשים שבמחזה אור פניו הכירוהו. ואמרו שהיה רב בק׳ ביזיון הסמוכה לעיר שעפס. וסבת הדבר שנחבר בעיר שעפס הוא מחמת צוואתו. שלפני זמן גדול קודם פטירתו בעברו לפני הב""ע דק׳ שעפס. אמר לפני האנ…"
H-LOC_688	authority	yes	724	Q974977	51.233333333333	20.85	שידלאווצי	Szydłowiec (Województwo Mazowieckie, Poland)	שידלאווצי | Szydłowiec (Województwo Mazowieckie, Poland)	3	3	Hitgalut-HaZadikim; Tiferet-Hayyim; Toldot-Haniflaot	"הרב הצדיק הקדוש המפורסם מרן ר׳ נתן דוד זצוק""ל משידלאווצי היה דרכו בקודש בכל קודם חג הפסח שלח להרב הצדיק הקדוש המפורסם ר משה מלעלוב וצוק""ל יין וי״ש של פסח הנעשה בביתו.… ⟦SEP⟧ …ף מצאתי עוד איזה דברים מבנו הה״ק המפורסם הגדול מופת הדור חו״פ בוצ״ק וכו' מרנא ורבנא הרב ר׳ נתן דוד זצוקללה""ה משידלאווצי [מנ״כ שם ״תרכה ז׳ מרחשוון] אמרתי להציגם פה אצל כתבי קודש אביו רבינו הק׳ זצוקלל""ה זי״ע ועכ״י : ⟦SEP⟧ ואח״כ הספיד אותו הה""צ ר״י מדאבמראווע הנ״ל ואח״כ בבית החיים הספיד אותו ההק׳ המפורסם משידלאווצי ז״ל, ושמעתי מפיו הק׳ שמה בבית החיים אחר הקבורה שהיה מדבר מהדרשה שכיבדו את מרן הק׳ ז""ל בשמים, ואמר יתן ה׳ שיהי…"
H-LOC_689	authority	yes	2036	Q23406	22	38	ים סוף	Red Sea	ים סוף | Red Sea	3	2	Buzina_Denehora; Maasiot-veSihot-Zadikim	"… הכתוב האיך אפשר שיהי׳ לאחשורוש טעות גדול כזה שעל נס כזה יאמר שהוא דרך הטבע. וסיים הכתוב. ואיי הים והלא קריעת ים סוף אין לך נס גדול מזה. וכתיב ויבא עמלק וילחם בישראל. וכי איך מלאו לבו שראה נה גדול כזה שקרע הקב""ה את הים לישראל … ⟦SEP⟧ …בותינו כל חסדם עיקרם היו לעתיד וראוי שלא יפסוק זכות איתן לעולמי עולמים עכ״ל הקדוש עיי״ש ואמרתי דגם כאן בקריעת ים סוף הגם שלא היו ישראל זכאין שיקרע הים לפניהם אבל השי״ת ראה אז שיקבלו ישראל את התורה ובזכות זה קרע הים לפניהם וזה …"
H-LOC_78	authority	yes	20693	Q1021080	49.52754924	17.58633834	לייפניק	Lipník nad Bečvou	לייפניק | Lipník nad Bečvou	3	3	MaasyiotMzadikeiYesodeiOlam; Seva-Ratzon; Shemen-Hatov	"העתק מאגרת ישן נושן שנמצא אצל הרב הצדיק מו״ה ליב ז״ל אב״ד ק״ק קארלעסבורג ואמר שנכתב בשנת תק״ף ואמר שנמצא בלייפניק בזמן ההוא, למעלה נכתב בזה״ל מכתב מפלוני אלמוני להרב הגאון מו״ה מרדכי בנעט זצ״ל בלשון תרגום וז״ל : ⟦SEP⟧ …ב. ומ׳ שמחה הלוי הורוויץ מפלונסק [חתן הגאון הגביר ר׳ יוסף פרענקיל מפלונסק שהי׳ בן דו״ז הגה""ק ר׳ ברוך פרענקיל מלייפניק] ונזכר אודותיהם בס׳ אנשי שם אות שנ""ד. ודו״ז הג׳ מחנה לוי ⟦SEP⟧ פעם א׳ בא לאושפצין ראקטער א׳ יהתפאר שהוא תלמיד הרב הגאון ר״ב פרענקילמלייפניק שלמד אצלו ח׳ שנים ואהב לומר תורה אך הי׳ אפיקורס גדול ולפעמים כאשר הי׳ בין הקרואים כמו על חתונה וברית ז מילה ל…"
H-LOC_83	authority	yes	22056	Q2641624	48.5509829	28.5162853	טשעמאלאווי	Tomashpil	טשעמאלאווי | טאמאשפאלי | טאמאש פאלי | Tomashpil	3	2	Khal-Hasidim; Shivhei-Habesht	"…ל המנין וראה שכולם ת""ל שלימים ושאל אותם שמא א׳ מכם עבר עבירה בסתר ח""ו וספר להם החלום ענה צדיק אחד הר׳ אליעזר מטאמאשפאלי לא ידעתי מאומה כי אם אותו הלילה לפני השינה עיינתי בספר חמדת הימים ועוד סיפר לי ר׳ יואל הנ""ל שבא ש״צ לבעש״ט לב… ⟦SEP⟧ …ל המנין ורא׳ שכולם ת""ל שלימים ושאל אותם שמא א׳ מכם עבר עבירה בסתר ח""ו וסיפר להם החלום ענה צדיק אחד ר׳ אליעזר מטאמאשפאלי לא ידעתי מאומה כי אם אותו הלילה לפני השינה עיינתי בספר חמדת הימים ועוד סיפר לי ר׳ יואל הנ""ל שבא ש""צ לבעש״ט לב… ⟦SEP⟧ …יק אשר נעשה אב""ד בק' בראד ואח״כ לקחו אותו לא""בד לק' האמבורג הי׳ ג״כ בבעלי מחלוקות אך מפני שר׳ יחזקאל אב""ד דק' טאמאש פאלי' הי׳ קרוב להרב הנ' וכתב אליו למע""ה שישלים עמו כי אש אוכלה הוא והשלים עמו פ""א הי' רעם גדול והכה בבה״כ בשעת תפי…"
ED::אדז	edition_only	no					אדז		אדז	2	2	Toldot-Haniflaot; shivheiZadikim	"פ״א עלה על דעת שני צעירים מאנשי שחץ. שבעיר לאדז שלא היו מאמינים בחסידים ורבותיהם. והיה נראה בעיניהם את כל ענין הנהגת הרבי מאלכסאנדר עם חסידיו כליצנות ונוסדו … ⟦SEP⟧ …יקים השרף ממאגלניצא מ׳ חיים מאיר יחיאל נכד הרב המגיד מקאזניץ מלוקט ומחובר ע״י הרבני הרב מוה""ר ישראל משה ז״ל מלאדז והובא לבית הדפוס ע״י בנו מהו״ר יעקב אהרן בראמבערג מעיר לאדז ווארשא לפ""ק שנת תרנ""ט"
