name,occurrences,editions,contexts,suggested_id,action,_match_status,_match_method,_confidence,_kima_id,_kima_name_rom,_kima_name_heb,_distance_km,_candidates
וינא,2,Hitgalut-HaZadikim; Shemen-Hatov,"סיפר לי הרב ר׳ הירש מבאלחוב ששמע מפי מגידי אמת שהגאון רבי ר' העשיל ז״ל בשנת ת״ח הלך לעיר ווינא. והיה שם אב""ד מוהר״ר שעפטיל זצ""ל בעהמ״ח ספר ווי העמודים ולא החשיב כ״כ להרבי ר' העשיל. והרבי ר' העשיל שאל ממני…

…ן הג״מ נפתלי כ״ץ אבד״ק לובלין אחי הג״מ חיים אבד״ק נ״ש. פוזנא. המה בניו של הג״מ יצחק בר׳ שמשון כ״ץ אבד״ק נ״ש. ווינא חתן הגאון רבינו יהודא ליווא אבד״ק פראג הנקרא מהר""ל מפראג ולמעלה בקודש",945,,name_exact,name_exact,0.95,945,Vienna (Austria),וינה (אוסטריה),,945
מעזריטץ,2,Khal-Hasidim,"שמעתי מהרב דקהלתינו שפ""א הלך הרב הקדוש והטהור ר' פנחס מקאריץ עם הרב הקדוש האלקי מוה' דוב בער המגיד ממעזריטץ וראוונע על פ""ש שהי' אחד קרוב לשניהם נתפס בתפיסה אמר הר' פנחס להרב הנ""ל שמעתי שהבעש״ט שובת בק""ק קאמינקע נסעה א…

מעשה איך נתקרב רבינו האלקי המגיד הגדול ממעזריטץ לרבינו הקדוש הבעש""ט ז""ל :",,,fuzzy,fuzzy,0.667,,,,,223|19737
קאמעניץ,2,Khal-Hasidim; Shivhei-Habesht,"…ה גדולה כזו ולא היה בידו להשיבני וכשבא ר׳ גדליה אלינו ושאלתי אותו ע""ז והשיב לי פ""א ישבתי עם הרב החסיד מ' צבי מקאמעניץ על האצטבא שלפני הבית ושאלתי אותו על ד""ז והשיב לו על האצטבע הזאת ישבתי עם ר""ג הנ""ל ושאלתי אותו בזה""ל אני שמעתי…

…כזו ולא היה בידו להשיביני וכשבא ר׳ גדלי' אלינו ונזכרתי שאלתי אותו ע״ז והשיב לי פ""א ישבתי עם הרב החסיד מ׳ צבי מקאמעניץ על האצטבע שלפני הבית ושאלתי אותו על ד""ז והשיב לי על האצטבע הזאת ישבתי עם ר' גרשון הנ""ל ושאלתי אותו בז""הל אני …",,,fuzzy,fuzzy,1.0,,,,,16219|9048
טארטשין,2,Khal-Hasidim,"…רב המגיד הגדול להבעש""ט המגיד צם ז׳ או ח' פעמים משבת לשבת רצופים וחלה מאוד פ""א בא הרה""ק ר׳ מענדיל מק""ק באר לק' טארטשין ונתאכסן אצל הפ""ח והמגיד הי' דר בבית קטן סמוך להפ""ח הנקר' אונטר שטיביל ונכנס ר׳ מענדל לפרוזדר להבע""ב שלו ושמע …",23561,,name_exact,name_exact,0.95,23561,Torczyn (Ukraine),טארטשין (אוקראינה),,23561
לינץ,2,Khal-Hasidim; Shivhei-Habesht,"שמעתי מהרב הקדוש האלקי מ' מיכל מזלאטשוב שאמר כי פה עיר לינץ כשהיה בכאן על נשואי בנו מ' זאב שציוו שציוי לו מן השמים שיקבל את הבעש״ט לרב וילך ללמוד ממנו והראו לו מעינות הח…

שמעתי מהרב החסיד ר׳ יחיאל מיכל דק""ק זלאטשוב אמר בפה עיר לינץ כשהיה בכאן על נשואי בנו של מ׳ זאב שצוו לו מן השמים שיקבל את הבעש״ט לרב וילך ללמוד ממנו והראו לו מעינו' החכמה …",,,name_ambiguous,name_ambiguous,0.5,,,,,1683|16956
גולה,2,Maasiot-Pliot; MaasyiotMzadikeiYesodeiOlam,"ה. מעשה נוראה מהגאון מאור הגולה צדיק הדור החסיד מרן מררכי בנעט זי""ע אב״ד מניקלשפורג. אשר סיפר הרב הגאון הצדיק מקראקא מו״ה שמעון סופר אשר שמע …

…ם ומלוה אותם על יד על יד הספקות ומזונות בכל המצטרך ובזבן בהן הון רב ויהי היום הגיעו בביתו ארבעה זקנים הבאים מהגולה חכמים גדולים ובראותם את עוצם כבוד תפארתו ונפש החסידה והנדיבה שעשו לכל הגלות הזה שאלו ממנו מה בקשתו מהמקום ב""ה…",,,fuzzy,fuzzy,1.0,,,,,22177|21746|23086
יון,2,Maasiot-veSihot-Zadikim; MaasyiotMzadikeiYesodeiOlam,"להמגיד כתיב ומלכי צדק מלך שלם הוציא לחם ויין והוא כהן לאל עליון ומקרא מסורם הוא דהיה צריך לכתוב ומלכי צדק מלך שלם כהן לאל על יון הוציא לחם ויין. אמנם נחזי און כששני צדיקים נ…

…ם כפלי כפלים א״כ הלא המסחר יאבד באיזה ימים ויען כי עבשיו הוא קרוב ליום חגם ודרכינו לחת לו מתנה מדי שנה בשנה וביון שבא לחנותינו לקנות ינתן לו המתנה אגב אורחא, אבל אתה מה לך עלינו שינתן לך מתנות עד כאן המשל, ובזה יש להקשות מה…",11713,,name_exact,name_exact,0.95,11713,Yonne (France),יון (צרפת),,11713
פעטערסבארג,2,Maasiot-veSihot-Zadikim; Shivhei-Harav,"…נכד הבע״ש ז""ל העיר טשיטשילניק עם ז׳ כפלים סמוכים להעיר היו שייכים לאדון אחד ונתעלה האדון הנ""ל וקבע דירתו בעיר פעטערסבארג כי נעשה שני למלך והי׳ דרכו לבוא להגוטער שלו להשגיח עליהם אחת לשבע שנים ובבואו קבלו אותו בכבוד גדול כראוי לשני…

…מר נכסוף נכספתי לביתי כי הגיע מועד החתונה ויתן לו הגאון מאה רו״כ על הנשואין ותיכף לקח האיש סוסי בי דואר ויסע לפעטערסבארג לבשר להעם מהנעש' שם ובעוד שני שבועות התירו את הרב ממאסר סתרי העצה והקילו מעליו עולו ורק ישב תפוס בבית אחד בפ״…",,,fuzzy,fuzzy,0.667,,,,,678|12811|81658|9662|81727
רינדאר,2,Maasiot-veSihot-Zadikim,"… מקאליש בנו של הרב הצדיק ר׳ איציקיל מקאליש בנו של הרב הצז״״ק הקדוש ר׳ אהרן ארי׳ ז""ל איש אחד היה מלמד בכפר אצל רינדאר אחד ושמו של המלמד היה ר׳ צדוק ז""ל והיה איש אלקים כמו שתראה מהמעשה הזאת. ובאותו הזמן היה ווייל בווארשא שיבררו …

…ו של המלמד ושם עירו. אח""ז אמר לו מלך אני זה האדון שקרבת אותו ונתת לו הכל במחנה ועתה מה אתה תחפוץ ממני אמר לו הרינדאר אני חפץ שאשב בכפר ובהקיעטשמי הנ""ל כל ימי חיי בלי ראטין המלך הבטיח לו הכל ונסע לביתו אח""ז בא מכתב מהמלך מווארש…",,,fuzzy,fuzzy,1.0,,,,,22999|13830
יאמפלי,2,Maasiot-veSihot-Zadikim,"…מקאליש הרב הצדיק ר׳ יוסי ז""ל בנו של הרב הקדש ר׳ מיכל ז״ל מזלאטשוב שהיו קורין אותו ר׳ יוסלי יאמפלער היה דר ב״ק יאמפלי והיה לו קאנסים מעיר אחרת להיות שם מגיד והיה דרכו ליסע בכל שנה להעיר הנ""ל שהיה שם מגיד והיה יושב שם חודש וחצי …

ואח""כ נסע לביתו לק׳ יאמפלי וכל הטענות ותבועות ודו""ד שהיו בין אנשי העיר הזאת היו דרכם לעכב עד שיבוא הצדיק ר׳ יוסלי ז""ל לעשות פשרה ביניהם …",,,fuzzy,fuzzy,0.75,,,,,13851|18472
הורוויץ,2,Shemen-Hatov,… בר״ר טעבלי בהג״ר צבי הירש אבד״ק ברלין. בן בתו של החכם צבי ונכד הר״ר העשיל זי״ע] חתן הג״ר אברהם יואל הלוי איש הורוויץ. בן הג״ר צבי יהישעיהושע אבד״ק טריבוטש בע״ס חי׳ הריב״ש. וסמיכת משה. בן הרבי ר׳ שמואל שמעלקי הלוי אבד״ק ניקלשפו…,,,fuzzy,fuzzy,0.75,,,,,20335|8253|82890
עשנוב,2,Shemen-Hatov,"ד) זקני ההפלאה הנ""ל הי' חתן הג״ר יואל היילפרין מלעשנוב בן הג״ר ישראל אבד״ק זאסלב בן הג״ר אליעזר ליפמאן אבד״ק טארניגראד, בן הג״ר יצחק אייזק היילפרין אבד״ק טיקטין הנז…

ח) פ״א שבת הגר״ש בעיר לעשנוב ונהרו אליו רבים והגה""צ ר״מ מנעסכאיז היה אז רך בבית חותנו בעיר הנ״ל. והיה מנהג הגה""ק ר״ש בשעה שנתן שלום להבאים…",,,fuzzy,fuzzy,0.75,,,,,24727|165|399
פאנו,2,Derech-Haemuna; Shemen-Hatov,"… היא משיבת נפש הנפש לגופה וכת התורה תעצור הנפש בתוך הגוף והוא מרחמי השי״ת עכ״ל. ועיין מעשה נורא מפטירת הרמ״ע מפאנו ז״ל מובא בס׳ ברכת אברהם (דף י״א) מבעל דעת קדושים ז״ל :

ובס׳ ע״ה (בדרוש המחשבה) וז״ל ושמעתי וקבלתי ממגידי אמת שמיתת הרמ״ע מפאנו בעל עשרה מאמרות ויונת אלם ופלח הרמיון היה כן מיתות נשיקה שהתקשר נשמתו למעלה ונפל לארץ מושלך כאבן דומם ונשאר מ…",9794,,name_exact,name_exact,0.95,9794,Fano (Italy),פאנו (איטליה),,9794
ק״ש,2,Shemen-Hatov,"היה לוי ואני ג״כ לוי שמואל היה נ""ב שנים ואני ג״כ נ""ב שנים. אלא שמואל היה שמו שמואל בק״ש שמואל ושמי ר""ר שמואל בק״ש שמעלקא ונשארתי שמעלקא. אילו היה קורין אותי בשם הקודש שמואל הייתי שמואל הנביא ממש. ו…",22391,,name_exact,name_exact,0.95,22391,Kunštát (Czech Republic),קונשטט (צ'כיה),,22391
ק׳ נ״ש,2,Derech-Haemuna; Shemen-Hatov,"לא) כתב הג״מ יקותיאל ארי׳ ק""ה מרישא בע״ס אוהל מועד. כאשר נסע הגה״ק רר״ש זצ״ל משינאווי לק׳ נ״ש. לקח עמו את תלמידו הה״ק ר׳ משה ליב מסאסיב זצ""ל. ויהי בהיותם בדרך נאלצו לשבות בק׳ קראקא. ותהום כל העיר לקראת ה…

ובהקדמה לס׳ ס״מ וז״ל אחז״ל יהי כבוד חבירך חביב עליך כשלך וא׳ לפרש דרך צחות בעת בואו לק׳ נ״ש כאשר נתקבל לאב״ד שם והמדינה ובבואו לחון פני העיר כבוד גדול עשו לו כראוי לו ובבואו להיכלו כבוד דיבר בינו לבין …",,,fuzzy,fuzzy,1.0,,,,,4637|6222|74140
ביאלא,2,Shemen-Hatov; Shlosha-edrei-zon,"…ם. ונתעוררו לתשובה. כן שמעתי מאאמ״ו הגאון החסיד מ׳ צבי יחזקאל שי׳ מיכל זאהן אבד״ק פלונסק ששמע זאת מרבו הגה״ק מביאלא זצ״ל. וכ״כ הגאבד״ק סעראצק שי'. ועיין בס׳ דברי שמואל פ׳ בחקותי וזל״ק. ע״כ מחוייבים לאמר המשל מה שאמר המוכיח מו…

…מבאי כחו ומובטחני מאב""י שלא יעשו עולה. ולהיות בכלל כו'. וכל מי שירצה ידרשנו מאת ר׳ משה פרענקעל קאמראוויץ בייא ביאלא",,,fuzzy,fuzzy,1.0,,,,,85218|11951
קרייז,2,Shemen-Hatov,…טלוסט. הסמוכה לעיר טשארטקוב. וזה הי׳ בעת היות זקיננו הק׳ הרצ״ה אב״ד בטשארטקוב והגליל. ובמדינת קיר״ה נקרא גליל קרייז. והעיר טאסט היא שייכא ג״כ לגליל טשארטקוב. ובימים הקדמונים הי׳ כח מטעם הממשלה ביד הקרייז רב על כל היהודים אנשי…,,,fuzzy,fuzzy,1.0,,,,,19299|71898
נאראל,2,Derech-Haemuna; Shemen-Hatov,"(ב) אשת הג״מ אשר אבד״ק נאראל חותנו של הג״מ אברהם אבד״ק לוצקא. אבי הג״מ אביגדור אבד״ק קאמינקא [חתן זקיני הגה""ק ר' משה צבי הירש מייזילש אבד״…

…פה ממש כמדבר איש אל רעהו שאלו אותו על שמו ועל שם אביו ועל שם עירו ולא רצה להגיד מאומה רק הגיד שם עירו מן עיר (נאראל) במדינות פולין וראש מדינה היה וכשראו בי כנישתא הנ״ל שכל כך מעיז פניו ולא השגיח בכל התראות אז התחיל מהור״ר משה…",,,fuzzy,fuzzy,1.0,,,,,23815|70733
ארחוב,2,Maim-Rabim; Shemen-Hatov,"קסב) הגה״ק מ׳ יצחק הלוי איש הורוויץ עודנו בימי עלומיו היה מורה הוראה בישראל. ובתחלה הי׳ רב בק״ק הארחוב (נוב״י יו""ד סי׳ מ״ד) ואח״כ נתקבל לאבד״ק גלאגוי למלא מקום אביו. ובשנת תקי״ד נתקבל לאבד״ק בראד. והסכים שם על ס׳…

…לזליטשוב ושאר ק״ק. ומי״כ ביאמפאלא צדיק בן צי״מ א״א קדוש המפורסים בכל העולם המוכיח ר׳ יצחק זצוקללה״ה מ״מ דק""ק הארחוב ושם מנ״כ ודק״ק דראהביטש, בהה״ק מוה׳ יוסף הנקרא בפי כל, איש אמת זצ״ל, בהה״ק מו״ה משה מ זצ״ל שנהרג על זווירשקה״…",,,fuzzy,fuzzy,0.75,,,,,19255|8814|447
בית דוד,2,SipureiAnsheiShem; SipurimUmaamarimYekarim,"…יקין נשמות ט) מהגה""ק רבי מרדכי מטשערנאביל ע""ד לקיחת פדיון גדול. י) משלמה המלך ע""ה שנשא בת מלך עמון ויצא מלכות בית דוד יא) מדוד המלך ע""ה בשבת שפ""ה. יב) מהבעש״ט ע""ד התיקון נשמה שהיה בעל חוב. יג) מהגה""ק ר׳ ארי׳ ליבוש אבד""ק ווישניצ…

גם אמר אדמו״ר מסקווירא הנ""ל. כי מצד אחד אבותיו הם ממלכי בבית דוד. ומצד השני הם משאול המלך וממרדכי ואסתר :",21192,,name_exact,name_exact,0.95,21192,"Bet David (Jerusalem, Israel)","בית דוד (ירושלים, ישראל)",,21192
עמון,2,SipureiAnsheiShem,… ושלח את המלצר מלפניו ושם אותו במקומו לבשל לו בל מאכליו : ויהי אחר הדברים האלה ראתה אותו את המלצר החדש בת מלך עמון ושמה נעמה ואמרה לאמה שרצונה לקחה את האיש הזה המלצר לבעל ואמה גערה בה ואמרה לה יש במלכות אביך שרים רבים ונכבדי…,22019,,name_exact,name_exact,0.95,22019,Ammon (Kingdom),עמון (ממלכה),,22019
רומנוב,2,SipureiAnsheiShem,"מעשה מהרב הקדוש מופת הדור הכהן הגדול מו״ה רבי צבי הירש הכהן מרומנוב זי״ע תלמידו של הגאון הקדוש והנורא רבי ר' מנחם מענדלי מרימנוב.

…יה באמנה אתו ואח""כ גרשוהו מהסתפח בגחלתו ללכת אל נפשו. הבקר אור ויאסור בעל המלון את העגלה ויסע עם הנער להצדיק מרומנוב זצ״ל ובבואו על מפתן הבית קדמוהו הצדיק בברכת שלום ויקרא אליו ובברכת מזל טוב מז״ט, ויאמר לו ראיתי כי בתך הילדה …",20961,,name_exact,name_exact,0.95,20961,"Lenino (Mahili︠o︡ŭskai︠a︡ voblastsʹ, Belarus)","לנינו (מחוז מוהילב, בלארוס)",,20961
