story_a	edition_a	url_a	story_b	edition_b	url_b	sim	opening_a	opening_b
Khal-Hasidim_0070	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0070	Shivhei-Habesht_0079	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0079	0.9961	Khal-Hasidim_0070 תיוגים ושמעתי מהרב דקהלתינו שהיה בקוטעב איש אחד ונקרא שמו טעקטיגר והיה מדבר תמיד נגד החברה של חסידים פ״א שמע הר׳ אהרן גיסו של הבעש״ט והיה מריב עמו וקפץ האיש הלז ותלשו בזקנו של הר׳ אה	"Shivhei-Habesht_0079 תיוגים* שמעתי מהרב דקהלתינו שהיה בקוטעב איש אחד ונקרא שמו טעקטינר והיה מדבר תמיד נגד החברה של חסידים פ""א שמע ר׳ אהרן גיסו של הבעש״ט והיה מריב עמו וקפץ האיש הלז ותלשו בזקנו של ר׳ א"
Adat-Zadikim_0011	Adat-Zadikim	https://www.hasidic-stories.org/Story/Adat-Zadikim/Adat-Zadikim_0011	Khal-Hasidim_0067	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0067	0.996	"Adat-Zadikim_11 תיוגים מעשה שבקשו תלמידי הבעש״ט מאוד את הבעש״ט שיראה להם את אליהו ז""ל. ובקשו אותו כמה פעמים והי' מבטיח להם שיראה להם. פעם אחת הלך הבעש״ט עם תלמידיו הקדושים לקבל שבת והי' דרכו תמיד לילך"	"Khal-Hasidim_0067 תיוגים מעשה שבקשו תלמידי הבעש״ט מאוד את הבעש״ט שיראה להם את אליהו ז""ל. ובקשו אותו כמה פעמים והי' מבטיח להם שיראה להם. פעם אחת הלך הבעש״ט עם תלמודיו הקדושים לקבל שבת והיה דרכו תמיד לי"
Khal-Hasidim_0117	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0117	Shivhei-Habesht_0198	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0198	0.996	"Khal-Hasidim_0117 תיוגים פ""א ישב רבינו הבעש״ט בסעודה שלישית והי' טרוד מאד בעמקות המחשבה ולא אמר תורה בסעודה שלישית כלל מה שהיה נפלא בעיני התלמידים ויהי אחרי שבירך ברכת הבדל' הי' מנהגו בכל מוש""ק לנסוע "	"Shivhei-Habesht_0198 תיוגים* פ""א: ישב הרב הבעש״ט בסעודה שלישית והי׳ טרוד מאוד בעמקות המחשב' ולא אמר תורה בסעודת שלישית כלל מה שהי׳ לפלא בעיני התלמידים ויהי אחרי שבירך ברכת הבדלה הי' מנהגו בכל מש""ק לנס"
Khal-Hasidim_0140	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0140	Shivhei-Habesht_0034	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0034	0.996	"Khal-Hasidim_0140 תיוגים ומהרב דק""ק דראזינץ שהיה אב""ד בק""ק פאוולויץ שמעתי המעשה איך נתקרב הרב המגיד הגדול להבעש""ט המגיד צם ז׳ או ח' פעמים משבת לשבת רצופים וחלה מאוד פ""א בא הרה""ק ר׳ מענדיל מק""ק באר לק'"	"Shivhei-Habesht_0034 תיוגים* שמעתי מהרב דק""ק דראזניץ שהיה אב""ד בק""ק פאוולויץ המעשה איך נתקרב הרב המגיד הגדול להבעש״ט המגיד צום ז' או ח' פעמים משבת לשבת רצופים, וחלה מאוד פ""א בא ר' מענדל מק""ק באר לק' ט"
Khal-Hasidim_0211	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0211	Maase-Zadikim_0008	maase-zadikim	https://www.hasidic-stories.org/Story/maase-zadikim/Maase-Zadikim_0008	0.9959	"Khal-Hasidim_0211 תיוגים סיפורים יקרים ונפלאים מהאחים הצדיקים יסוד עולם קדושי עליונים קדוש יאמר להם הרב מו""ה אלימלך ז""ל והרב מו""ה זושא ז""ל זי""ע : הנה הרב הצדיק הקדוש מו' זושא ז""ל כשהיה רך בשנים נעשה ח"	"Maase-Zadikim_0008תיוגיםב״ה ספורים יקרים ונפלאים מהאחים הצדיקים יסודי עולם קדושי עליונים קדוש יאמר להם הרב מו""ה אלימלך ז""ל והרב מו""ה זישע ז""ל זי""ע הנה הרב הצדיק הקדוש מו' זישע ז""ל כשהיה רך בשנים נעשה "
Khal-Hasidim_0215	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0215	Maase-Zadikim_0014	maase-zadikim	https://www.hasidic-stories.org/Story/maase-zadikim/Maase-Zadikim_0014	0.9959	"Khal-Hasidim_0215 תיוגים אמר הרב הקדוש מו""ה אלימלך ז""ל האונאה בעבודה סכנה גדולה מאוד. ומעשה שהיה בהרב הצדיק קדוש עליון מהר""י מלובלין שנסע לליזענסק להקדוש מו""ה אלימלך ובנסעו דרך עיר אחת שמע שיש שם רב א"	"Maase-Zadikim_0014תיוגיםאמר הרב הקדוש מוה' אלימלך ז""ל האונאה בעבודה סכנה גדולה מאוד. ומעשה שהיה בהרב הצדיק קדוש עליון מהר""י מלובלין שנסע ללוזענסק להקדוש מוה' אלימלך ובנסעו דרך עיר אחת שמע שיש שם רב אח"
Khal-Hasidim_0167	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0167	Sipurei-Zadikim_0004	Sipurei-Zadikim	https://www.hasidic-stories.org/Story/Sipurei-Zadikim/Sipurei-Zadikim_0004	0.9958	Khal-Hasidim_0167 תיוגים והנה בעיר ההיא היה אברך אחד אשר ביקש את הרב כמה פעמים שיקבלו להיות ממקרוביו ולא רצה הרב. ויצטער האברך מזה מאוד ויבקש את אנשיו כי יפצירו בעדו את הרב כי ממש חייו אינם חיים. ויהי	Sipurei-Zadikim_0004תיוגים והנה בעיר ההיא הי' אברך אחד אשר ביקש את הרב כמה פעמים שיקבלו להיות ממקורביו ולא רצה הרב. ויצטער האברך מזה מאוד ויבקש את אנשיו כי יפצירו בעדו את הרב כי ממש חייו 14 ספורי צדיק
Khal-Hasidim_0185	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0185	Shivhei-Harav_0016	Shivhei-Harav	https://www.hasidic-stories.org/Story/Shivhei-Harav/Shivhei-Harav_0016	0.9958	"Khal-Hasidim_0185 תיוגים עתה נספר את אשר סיפר הרב בעצמו ביום י""ט כסליו שהיה דרכו תמיד לעשות סעודה בליל י""ט והיה שמח ומשמח והיה אומר תורה הרבה אך פעם א׳ נשתהה לבוא והמתינו עליו כל החסידים עד שעה ג׳ אחר"	"Shivhei-Harav_0016 ,תיוגים עתה נספר אשר סיפר הרב בעצמו ביום י""ט כסליו שהיה דרכו תמיד לעשות סעודה בליל י""ט והיה שמח ומשמח והיה אומר תורה הרבה אך פעם א׳ נשתהה לבוא והמתינו עליו כל החסידי' עד שעה ג׳ אחר "
Khal-Hasidim_0239	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0239	Peer-MiKdoshim_0007	PeerMikdoshim	https://www.hasidic-stories.org/Story/PeerMikdoshim/Peer-MiKdoshim_0007	0.9957	"Khal-Hasidim_0239 תיוגים אדונינו הקדוש רשכב""ה אשר כידודי אש מפיו התמלטו איש אלקים קדוש מו""ה יעקב יצחק אשר בעיר לובלין היה לעינים ואמונתו לדור ודור תכרה אזנים : בהתגלות הצדיק הקדוש הלזה הי' רבים מבני ע"	"Peer-MiKdoshim_0007תיוגים חכם בעיניו איש עשיר ודל מבין יחקרנו. ""יבחין ""הכסיל ""וישכיל ""המשכיל כי רוחב לב צדיקים אין חקר והט אזניך אחי הקורא על המעשה הנפלאה אשר מצאתי נכון לשלב אותה אחרי מעשה הבעש״ט. וה"
Khal-Hasidim_0050	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0050	Shivhei-Habesht_0060	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0060	0.9954	"Khal-Hasidim_0050 תיוגים שמעתי מהרב דקהלתנו מעשה באם של האחים ר׳ יוסף ור׳ יצחק הנ""ל שהיה דירתם בק""ק סאטאנאב ושמה דיא פרומע ריבעלע פ״א נסע הבעש״ט לק""ק הנ""ל וסמוך לעיר ראה אור אחד על אחד מאנשי העיר ועמד"	"Shivhei-Habesht_0060 תיוגים* שמעתי מהרב דקהלתנו מעשה באם של האחים ר׳ יוסף ור׳ יצחק הנ""ל שהי׳ דירתם בק""ק שאטאנאב ושמה דיא פרומע ריבעלע פ""א נסע הבעש״ט לק""ק הנ""ל וסמוך לעיר ראה אור אחד על אחד מאנשי העיר "
Khal-Hasidim_0157	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0157	Shivhei-Habesht_0210	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0210	0.9953	"Khal-Hasidim_0157 תיוגים פ""א אצל הרב הק' מ' מיכל מזלאטשוב היה בנו הקטן חולה עד מאוד ומיד הגיע ידיעה להרב הנ""ל איך שבאיזה מדינה רוצים לשרוף ספרים הקדושים של הרב מו' יעקב יוסף מפולנאה ונסע הרב מביתו וצו"	"Shivhei-Habesht_0210 תיוגים* פ""א אצל הרב הק' מ׳ מיכל מזלאטשוב הי׳ בנו הקטן חול' גדול עד מאוד ומיד הגיע ידיעה להרב הנ""ל איך שבאיזה מדינה רוצים לשרוף ספרים הקדושים של הרב מ׳ יעקב יוסף מפולנאה ונסע הרב מ"
Adat-Zadikim_0005	Adat-Zadikim	https://www.hasidic-stories.org/Story/Adat-Zadikim/Adat-Zadikim_0005	Khal-Hasidim_0033	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0033	0.9952	Adat-Zadikim_5 תיוגים מעשה שצו׳ להבעש״ט מן השמים שיסע לכפר פלוני ללמוד מדת הבטחון וללמד להעם שיקחו מוסר. ויקח הבעש״ט את כל תלמידיו ויסע אתם ויבואו לכפר ההוא ויתאכסנו אצל המוכסן מהכפר והיה איש זקן ונשו	Khal-Hasidim_0033 תיוגים מעשה שצוו שצווי להבעש״ט מן השמים שיסע לכפר פלוני ללמוד מדת הבטחון וללמד להעם שיקחו מוסר. ויקח הבעש״ט את כל תלמידיו ויסע אתם ויבואו לכפר ההוא ויתאכסנו אצל המוכסן מהכפר והיה איש
Khal-Hasidim_0145	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0145	Shivhei-Habesht_0045	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0045	0.9952	"Khal-Hasidim_0145 תיוגים בעיר אחת היו לאנשי העיר יסורים ונגישות גדולות מהקאמסער שלהם עד שממש לא יכלו לסבול והי׳ ביניהם עצה שאין להם אופן אחר כ""א לשלוח שליח להדוכס שהי' רחוק מהם ערך שמנים פרסאות ובחרו "	"Shivhei-Habesht_0045 תיוגים* בק""ק א' היו לאנשי העיר יסורים ונגישות גדולות מהקאמיסאר שלהם עד שממש לא יכלו לסבול והי׳ ביניהם עצה שאין להם אופן אחר כ""א לשלוח שליח להדוכס שהי' רחוק מהם ערך שמנים פרסאות. ו"
Khal-Hasidim_0245	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0245	Maase-Zadikim_0031	maase-zadikim	https://www.hasidic-stories.org/Story/maase-zadikim/Maase-Zadikim_0031	0.9951	"Khal-Hasidim_0245 תיוגים סיפור מקדוש עליון איש אלהים עמוד אש מוהר""ר אורי זללה""ה מסטרעליסק. נודע לכל שלומי חסידי ישראל קדושת האלהי ז""ל מסטרעליסק כי באמת היה כמלאך אלהים כאחד השרפים וממש לא היה בן אדם ר"	"Maase-Zadikim_0031תיוגיםסיפור מקדוש עליון איש אלקים עמוד אש מוהר""ר אורי זללה""ה מסטרעליסק. נודע לכל שלמי חסידי ישראל קדושת האלהי ז""ל מסטרעליסק כי באמת היה כמלאך אלהים כאחד השרפים וממש לא היה בן אדם רק "
Khal-Hasidim_0059	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0059	Shivhei-Habesht_0069	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0069	0.995	"Khal-Hasidim_0059 תיוגים שמעתי מר' פסח בנו של ר׳ יעקב מקאמינקע שהבעש״ט הי' בדרך ובא לעיר אחת ושמע כרוז שיתאכסן בבית פלוני ובא לבית הנ""ל ולא רצו לקבל אותו על האכסני' הלז מחמת שהילד של הבעה״ב הי' חולה מ"	"Shivhei-Habesht_0069 תיוגים* שמעתי מר' פסח בנו של ר׳ יעקב מקאמינקע שהבעש״ט הי׳ בדרך ובא לעיר אחת ושמע כרוז שיתאכסן בבית פלוני ובא לבית הנ""ל ולא רצו לקבל אותו על האכסני' הלז מחמת שהילד של בעה״ב הי' חול"
Khal-Hasidim_0248	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0248	Maase-Zadikim_0034	maase-zadikim	https://www.hasidic-stories.org/Story/maase-zadikim/Maase-Zadikim_0034	0.9949	"Khal-Hasidim_0248 תיוגים סיפר הרב הקדוש רשכב""ה מו""ה שלום מבעלז ז""ל. הנה נודע שהוא שימש כל צרכו את הרה""ק מוהר""ר שלמה לוצקר ז""ל בעמה""ח ספר דברת שלמה וגם שימש את הרב הקדוש מלובלין ז""ל ואחרי מותם לא היה ח"	"Maase-Zadikim_0034תיוגיםמהרב הקדוש מסטרעליסק ז""ל סיפר הרב הקדוש רשכב""ה מוה' שלום מבעלז. הנה נודע שהוא שימש כל צרכו את הרה״ק מוהר""ר שלמה לוצקר ז""ל בעהמ""ח ס׳ דברת שלמה וגם שימש את הרב הקדוש מלובלין ז""ל "
Adat-Zadikim_0012	Adat-Zadikim	https://www.hasidic-stories.org/Story/Adat-Zadikim/Adat-Zadikim_0012	Khal-Hasidim_0149	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0149	0.9947	"Adat-Zadikim_12 תיוגים שמעתי מאבא מארי שיחי' הרב הקדוש הגאון בו״ק מוה' מנחם מענדיל נ""י מוויטעפסק בעהמ""ח ספר פרי הארץ הי' לומד אצל הרב הק' המגיד הגדול ממעזריטש ז""ל מנערותו אשר הי' בן בו עשרה שנים או אח"	"Khal-Hasidim_0149 תיוגים עתה נכתוב קצת מאת הרב הגאון המפורסם איש אלקים קדוש מו""ה מנחם מענדיל מוויטעפסק בעל פרי הארץ אשר תקע אהלו באה״ק תובב״א : הרב האלקי הגאון הקדוש מו' מנחם מענדיל נ""ע מוויטעפסק בעמה"
Khal-Hasidim_0001	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0001	Shivhei-Habesht_0001	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0001	0.9947	"Khal-Hasidim_0001 תיוגים אמר המחבר בהיות שראיתי בכתבים שהעתקתי ממנו בסדר ההשתלשלות ההשתלשות והתגלות רבינו הקדוש הבעש״ט זיע״א דברים שלא כסדרן ובשם אדמו״ר הרב נבג""מ שמעתי הכל בסדר נכון ובביאור היטב לכן "	"Shivhei-Habesht_0001 תיוגים הרב מ' אליעזר אביו של הבעש״ט הי' דר במדינת ואלחאיי סמוך לספר. והי׳ הוא ואשתו זקנים פ""א באו שוללים לעיר ושבו אותו בשבי' ואשתו נמלטה אל עיר אחרת ומרוב עניותה נעשית מילדת ומזה"
Khal-Hasidim_0102	Khal-Hasidim	https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0102	Shivhei-Habesht_0184	Shivhei-Habesht	https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0184	0.9947	"Khal-Hasidim_0102 תיוגים שמענו בשם הרב הק' מ' מנחם נחום מטשערנאביל ז""ל כי באיזו קהלה הסמוכה לק""ק מעזיבוז היה איש א׳ מופלג ועשיר גדול והיה סוחר ללייפסק והיה חשוכי בנים כמה שנים ולא רצה ליסע להבעש״ט בשו"	"Shivhei-Habesht_0184 תיוגים* שמענו בשם הרב הק׳ מ' מנחם נחום מטשארנאבל ז""ל כי באיזו קהילה הסמוכה לק""ק מעזיבו' הי' איש א׳ מופלג ועשיר גדול והי׳ סוחר ללייפסק והי' חשוכי בנים זה כמה שנים ולא רצה ליסע להבע"
