story_id	tag	category	sonnet_confidence	sonnet_reasoning	opus_applies	opus_confidence	opus_reasoning	verdict
Khal-Hasidim_0001	social:conflict	social	high	The story depicts multiple explicit conflicts: Eliezer is captured by raiders and sold into slavery, the king wages a major war, and the Besht confronts and kills a sorcerer-turned-beast who is attacking children.	True	high	Story depicts war/battles, raiders enslaving the Baal Shem Tov's father, and a violent confrontation with a sorcerer-werewolf attacking children.	AGREE
Khal-Hasidim_0001	social:disobedience	social	high	The story explicitly depicts multiple acts of disobedience: the Besht's father refuses his ordered duties as a sailor ('לא רצה לשוט'), refuses marital relations despite social/legal expectation as the minister's son-in-law, and the young Besht repeatedly flees from his schoolteacher into the forest against communal arrangements ('דרכו היה ללמוד כמה ימים ואח״ז לברוח מבית הספר').	False	high	The story describes the Besht's father's captivity, service, and the Besht's childhood, but does not depict disobedience as a substantive theme.	DISAGREE
Khal-Hasidim_0001	social:marriage	social	high	Marriage is a concrete plot element: the king gives Rabbi Eliezer the viceroy's daughter as a wife, he avoids consummating it, she eventually asks why he has not 'done as all the world does,' and his reunion with his original wife leads to the Besht's birth — marriage (both the forced one and the legitimate one) drives the narrative.	True	high	The story substantially discusses the marriage of the Besht's father to the vizier's daughter, including the unconsummated marriage and his eventual return to his first wife, leading to the Besht's birth.	AGREE
Khal-Hasidim_0001	social:poverty	social	high	The story explicitly states that the Besht's mother, after escaping captivity, became a midwife out of dire poverty ('מרוב עניותה נעשית מילדת') to support herself, making poverty a concrete narrative element.	True	medium	The mother's poverty after being separated ('ומרוב עניותה נעשית מילדת ומזה היה פרנסתה') is explicitly depicted, though it's a brief element in a longer narrative.	AGREE
Khal-Hasidim_0001	social:relations_with_non_jews	social	high	The story centrally depicts Rabbi Eliezer (the Besht's father) living for years among non-Jews as a slave and later a royal advisor, serving a non-Jewish master and a king, receiving a non-Jewish woman as a wife, and being bound by laws forbidding Jewish residence in that land — relations with non-Jews are the dominant narrative frame.	True	high	The story substantially depicts the Besht's father's captivity among non-Jews, his service to a non-Jewish king and viceroy, marriage to the viceroy's daughter, and life in a land where Jews were forbidden.	AGREE
Khal-Hasidim_0001	social:relations_with_the_authorities	social	high	The story's central narrative revolves around R. Eliezer (the Besht's father) serving a royal deputy (Mishneh), providing divinely-revealed military counsel to a king, being appointed royal advisor and army commander — sustained, plot-driving engagement with secular governing authorities.	True	medium	The story substantially depicts the Besht's father serving as advisor to a foreign king, counseling him on military strategy and warfare, which constitutes significant engagement with non-Jewish royal authorities.	AGREE
Khal-Hasidim_0001	supernatural:communicating_with_the_invisible	supernatural	high	The story explicitly depicts multiple instances of communication with the invisible: the father receives divine guidance through dream-questioning (שאלת חלום), is twice warned from heaven (גילו לו מן השמים) not to flee, and Elijah the Prophet appears to him on the road to announce the birth of the Besht — all central to the plot, not incidental.	True	high	The story depicts multiple instances of communication with invisible beings: revelations in dreams telling the rabbi what to do, Elijah the Prophet appearing to announce the birth of the Besht, and answers received from heaven via she'elat chalom.	AGREE
Khal-Hasidim_0001	supernatural:magic	supernatural	high	The story explicitly depicts a sorcerer (מכשף) who transforms into a werewolf (וואלקילאק) to terrorize children, and the father practices she'elat chalom (magical dream divination) to obtain military secrets from heaven — both are direct depictions of magic.	True	high	The story explicitly features a non-Jewish sorcerer (מכשף) who transforms into a werewolf-like beast (וואלקילאק) to attack the children, depicting magic/sorcery directly.	AGREE
Khal-Hasidim_0001	supernatural:miracle	supernatural	high	The story contains multiple explicit miracles: heavenly revelations via dream (שאלת חלום) guiding battle strategy, Elijah the Prophet appearing to foretell the Besht's birth, and the Besht killing a shape-shifting demonic sorcerer (וואלקילאק) with a stick — all central, sustained supernatural events.	True	high	The story contains discrete miraculous interventions: dream-revelations giving battle strategy, Elijah's prophecy of a son, and the killing of the werewolf-sorcerer 'in God's name'—clear before/after supernatural events benefiting recipients.	AGREE
Khal-Hasidim_0001	supernatural:prognostication	supernatural	high	The story contains multiple clear instances of supernatural prognostication: Eliezer receives divine guidance via dream-question (שאלת חלום) revealing battle strategy, the prophet Elijah appears to foretell that a son will be born who will 'illuminate the eyes of Israel,' and the dying father prophesies to the young Besht that 'I see you will illuminate my candle.'	True	high	R. Eliezer receives a dream-prophecy that he will father a son who will illuminate Israel's eyes, and on his deathbed predicts the young Besht's future greatness — both predictions fulfilled.	AGREE
Khal-Hasidim_0002	ethics-and-emotions:anger	ethics-and-emotions	high	A bandit, angered by the Besht's unfavorable ruling, plots to kill him in his sleep — anger is explicitly depicted as the direct motive for the violent act.	False	medium	The story features a hostile antisemitic minister and a robber's murderous intent, but the narrative does not foreground anger as an emotion or moral failing — motivations are hatred/greed rather than depicted anger.	DISAGREE
Khal-Hasidim_0002	ethics-and-emotions:fear	ethics-and-emotions	high	Fear is explicitly and repeatedly depicted: the Baal Shem Tov trembles violently (נזדעזע מאד) upon discovering the mystical booklet; he cries out in alarm when a fire-angel threatens to burn the city; a death decree is pronounced over both men requiring them to stay awake all night out of dread of dying; and a robber attempts a murderous attack while the Besht sleeps — all central, not incidental, moments in the narrative.	False	medium	While there are moments of danger and shock (the antisemitic minister terrified, the Besht facing death from spirit-summoning, a robber attacking), the story does not explicitly foreground fear (פחד/חרדה) as an emotional experience of characters.	DISAGREE
Khal-Hasidim_0002	ethics-and-emotions:humility	ethics-and-emotions	high	The Besht explicitly demands in the betrothal contract that no praises or titles be recorded — only his bare name — and throughout the story he conceals his greatness, dresses as a poor man, and works as a servant, making humility (הסתרה and self-effacement) a central, sustained theme.	False	high	The story focuses on mystical powers, the Baal Shem Tov's origins, and miraculous events; humility is not depicted or substantially discussed.	DISAGREE
Khal-Hasidim_0002	ethics-and-emotions:lying	ethics-and-emotions	high	Deception is a central, recurring element: the Besht and the son of R' Adam both feign sleep to observe each other; the son of R' Adam lies about his purpose in coming to Akop (claiming his father commanded him to marry there rather than revealing he seeks the Besht); the Besht disguises himself in peasant clothes and changes his speech to conceal his identity when claiming his bride from R' Gershon; and the Besht actively hides his scholarly abilities from R' Gershon while secretly studying the manuscripts.	True	high	The robber deceitfully plots to kill the Baal Shem Tov in his sleep after pretending to accept the verdict, and Reb Adam's son also feigns sleep to spy on the Besht.	AGREE
