"action"	"text"	"original_label"	"corrected_label"	"start"	"end"	"source_file"	"context_before"	"context_after"	"context_containing"
"removed"	"כוכבים"	"WOA"	""	"17559"	"17565"	"Maasim-Tovim.xml"	"לחם אחת שברו וחתכו את הלחם ונתנו לו את
					החצי האחת אכל והתפלל בעדם ויאמר להם יה״ר שתתקיים
					נפשיכם כאשר קיימתם את נפשי ביום זה והמה הלכו בשלום
					וחזרו בשלום ושמה נמצאו בני אדם ששמעו מהחוזה ב"	"את
					הדברים האלו שאמר על אלו השנים. ויהי בראותם כי חזרו לשלום
					אמרו לו לא כך אמרת שלא יחזרו בשלום ויען ויאמר מוכרח אני
					להודות כי אני איש כזב ואין ממש באצטגנינות שלי. ועכ״ז"	"בכוכבים"
"removed"	"כוכבים"	"WOA"	""	"17989"	"17995"	"Maasim-Tovim.xml"	"כי נחש אחד כרות לשני חלקים
					ומונח חציו בצד המשא הזה וחציו בצד השני והמה כרתו אותו
					בלא ראות וישאלו לאלו הב׳ תלמידים מה מצוה באה לידכם
					ויספרו להם את הדבר שעשו עם הזקן אז אמר להם החוזה ב"	"מה אעשה לאלהי ישראל הוא מתפייס בחצי ככר לחם. (מהירושלמי
					פ״ו דשבת):
				
				Maasim-Tovim_0008

					ח) מעשה תלמוד תורה.
				
				
					בספר היקר מדרש אליהו מבעל מדרש תלפיות דרוש ח׳"	"בכוכבים"
"removed"	"ישראל"	"GPE"	""	"18015"	"18020"	"Maasim-Tovim.xml"	"חציו בצד המשא הזה וחציו בצד השני והמה כרתו אותו
					בלא ראות וישאלו לאלו הב׳ תלמידים מה מצוה באה לידכם
					ויספרו להם את הדבר שעשו עם הזקן אז אמר להם החוזה בכוכבים
					מה אעשה לאלהי"	"הוא מתפייס בחצי ככר לחם. (מהירושלמי
					פ״ו דשבת):
				
				Maasim-Tovim_0008

					ח) מעשה תלמוד תורה.
				
				
					בספר היקר מדרש אליהו מבעל מדרש תלפיות דרוש ח׳ וז״ל.
					שמעתי מחכם אחד כמו״ה"	""
"added"	"הירושלמי"	""	"WOA"	"18048"	"18056"	"Maasim-Tovim.xml"	"בצד השני והמה כרתו אותו
					בלא ראות וישאלו לאלו הב׳ תלמידים מה מצוה באה לידכם
					ויספרו להם את הדבר שעשו עם הזקן אז אמר להם החוזה בכוכבים
					מה אעשה לאלהי ישראל הוא מתפייס בחצי ככר לחם. (מ"	"פ״ו דשבת):
				
				Maasim-Tovim_0008

					ח) מעשה תלמוד תורה.
				
				
					בספר היקר מדרש אליהו מבעל מדרש תלפיות דרוש ח׳ וז״ל.
					שמעתי מחכם אחד כמו״ה יוסף פנחס גר״י שלמד בכ״י"	"(מהירושלמי"
"reclassified"	"שבת"	"TIMEX"	"WOA"	"18067"	"18070"	"Maasim-Tovim.xml"	"כרתו אותו
					בלא ראות וישאלו לאלו הב׳ תלמידים מה מצוה באה לידכם
					ויספרו להם את הדבר שעשו עם הזקן אז אמר להם החוזה בכוכבים
					מה אעשה לאלהי ישראל הוא מתפייס בחצי ככר לחם. (מהירושלמי
					פ״ו ד"	"):
				
				Maasim-Tovim_0008

					ח) מעשה תלמוד תורה.
				
				
					בספר היקר מדרש אליהו מבעל מדרש תלפיות דרוש ח׳ וז״ל.
					שמעתי מחכם אחד כמו״ה יוסף פנחס גר״י שלמד בכ״י מעשה
					בתלמיד אחד"	"דשבת):"
"removed"	"תורה"	"WOA"	""	"18120"	"18124"	"Maasim-Tovim.xml"	"באה לידכם
					ויספרו להם את הדבר שעשו עם הזקן אז אמר להם החוזה בכוכבים
					מה אעשה לאלהי ישראל הוא מתפייס בחצי ככר לחם. (מהירושלמי
					פ״ו דשבת):
				
				Maasim-Tovim_0008

					ח) מעשה תלמוד"	".
				
				
					בספר היקר מדרש אליהו מבעל מדרש תלפיות דרוש ח׳ וז״ל.
					שמעתי מחכם אחד כמו״ה יוסף פנחס גר״י שלמד בכ״י מעשה
					בתלמיד אחד שפירש מן התורה מסבת שלא הי׳ מכבדים אותו
					ולא הי'"	"תורה."
"removed"	"אליהו"	"PER"	""	"18673"	"18678"	"Maasim-Tovim.xml"	"היקר מדרש אליהו מבעל מדרש תלפיות דרוש ח׳ וז״ל.
					שמעתי מחכם אחד כמו״ה יוסף פנחס גר״י שלמד בכ״י מעשה
					בתלמיד אחד שפירש מן התורה מסבת שלא הי׳ מכבדים אותו
					ולא הי' מעשרים אותו ובא אליו בחלום"	"ז״ל ונראה לו
					כדמות זקן והבטיחו על העושר ואמר לו שוב לדרכך בלמוד
					התורה וסוף הכבוד לבא וחזר ללמודו ויחכם מכל האדם ועדיין
					חושב בלבו מה מועיל זה לי מאחר שאין מכבדים אותי. ויהי"	" ז""ל בזה"
"added"	"אליהו"	""	"PER"	"18728"	"18733"	"Maasim-Tovim.xml"	"היקר מדרש אליהו מבעל מדרש תלפיות דרוש ח׳ וז״ל.
					שמעתי מחכם אחד כמו״ה יוסף פנחס גר״י שלמד בכ״י מעשה
					בתלמיד אחד שפירש מן התורה מסבת שלא הי׳ מכבדים אותו
					ולא הי' מעשרים אותו ובא אליו בחלום"	"ז״ל ונראה לו
					כדמות זקן והבטיחו על העושר ואמר לו שוב לדרכך בלמוד
					התורה וסוף הכבוד לבא וחזר ללמודו ויחכם מכל האדם ועדיין
					חושב בלבו מה מועיל זה לי מאחר שאין מכבדים אותי. ויהי"	"אליהושם"
"removed"	"ישראל"	"GPE"	""	"20570"	"20575"	"Maasim-Tovim.xml"	"והי׳ לומד תורה לשם
					שמים בלב טוב ובנפש חפיצה וכו׳ ולזה כוונתם חכמינו ז״ל
					לעולם יעסוק אדם בתורה שלא לשמה שמתוך שלא לשמה
					בא לשמה :
				
				Maasim-Tovim_0009

					ט) קבלת שבת מרבינו אור"	"וקדושו ר״י בעש״ט זיע״א.
				
				
					פעם אחת הי׳ מקבל שבת קודש על פני השדה והיו שם צאן
					רועים על השדה והגביהו הצאן בשעת קבלת שבת את
					רגליהם הראשונות למעלה ועמדו רק על שני רגלים"	""
"removed"	"ר״י בעש"	"PER"	""	"20583"	"20590"	"Maasim-Tovim.xml"	"לשם
					שמים בלב טוב ובנפש חפיצה וכו׳ ולזה כוונתם חכמינו ז״ל
					לעולם יעסוק אדם בתורה שלא לשמה שמתוך שלא לשמה
					בא לשמה :
				
				Maasim-Tovim_0009

					ט) קבלת שבת מרבינו אור ישראל וקדושו"	"״ט זיע״א.
				
				
					פעם אחת הי׳ מקבל שבת קודש על פני השדה והיו שם צאן
					רועים על השדה והגביהו הצאן בשעת קבלת שבת את
					רגליהם הראשונות למעלה ועמדו רק על שני רגלים האחרונים
					בעמידת איש."	"ר״י בעש״ט"
"added"	"ר״י בעש״ט"	""	"PER"	"20583"	"20592"	"Maasim-Tovim.xml"	"לשם
					שמים בלב טוב ובנפש חפיצה וכו׳ ולזה כוונתם חכמינו ז״ל
					לעולם יעסוק אדם בתורה שלא לשמה שמתוך שלא לשמה
					בא לשמה :
				
				Maasim-Tovim_0009

					ט) קבלת שבת מרבינו אור ישראל וקדושו"	"זיע״א.
				
				
					פעם אחת הי׳ מקבל שבת קודש על פני השדה והיו שם צאן
					רועים על השדה והגביהו הצאן בשעת קבלת שבת את
					רגליהם הראשונות למעלה ועמדו רק על שני רגלים האחרונים
					בעמידת איש."	""
"removed"	"ט"	"PER"	""	"20591"	"20592"	"Maasim-Tovim.xml"	"ישראל שזה בתוככם וכיון שראו החכמים
					גודל חכמתו וישימוהו נשיא עליהם ויעשרוהו עושר גדול. ויהי
					אחר הימים מועטים חשב זה התלמיד בלבו כמה גדול שכר התורה
					ואם בעוה״ז כך עאכ״ו לעולם שכולו"	"וב ולעולם שכולו אדוך
					וינחם על הרעה שעשה לבחור בכבוד עולם הזה המדומה ואמר
					טוב שיהי׳ זה הטוב מוצנע לי לאחר מותי יותר מחיים ופירש
					עצמו מכל עושר וכבוד של עולם הזה והי׳ לומד תורה"	"בעש״ט"
"removed"	"תורה"	"WOA"	""	"21241"	"21245"	"Maasim-Tovim.xml"	"והלא אינם מדברים רק
					הם בעלי חי ואין בהם שום דעת והשיגו השגה גדולה כ״כ מרוב
					קדושתו ואורו שהכניס הצדיק בזה העולם ומכש״כ אנחנו עם ב״י :
				
				Maasim-Tovim_0010

					י) מעשה מה שהי׳ בספר"	"של עזרא הסופר בימי הגאונים
					אצל רב שרירא גאון.
				
				
					בזמן הגאונים אצל רב שרירא גאון זצ״ל הי׳ אז בימיו עושר מופלג
					פרנס ומנהיג את ישראל והי׳ לו ספר תורה שהי׳ כתב ידו
					של עזרא"	""
"removed"	"תורה"	"WOA"	""	"21410"	"21414"	"Maasim-Tovim.xml"	"והלא אינם מדברים רק
					הם בעלי חי ואין בהם שום דעת והשיגו השגה גדולה כ״כ מרוב
					קדושתו ואורו שהכניס הצדיק בזה העולם ומכש״כ אנחנו עם ב״י :
				
				Maasim-Tovim_0010

					י) מעשה מה שהי׳ בספר"	"של עזרא הסופר בימי הגאונים
					אצל רב שרירא גאון.
				
				
					בזמן הגאונים אצל רב שרירא גאון זצ״ל הי׳ אז בימיו עושר מופלג
					פרנס ומנהיג את ישראל והי׳ לו ספר תורה שהי׳ כתב ידו
					של עזרא"	""
"added"	"שרירא גאון"	""	"PER"	"21683"	"21693"	"Maasim-Tovim.xml"	"שום דעת והשיגו השגה גדולה כ״כ מרוב
					קדושתו ואורו שהכניס הצדיק בזה העולם ומכש״כ אנחנו עם ב״י :
				
				Maasim-Tovim_0010

					י) מעשה מה שהי׳ בספר תורה של עזרא הסופר בימי הגאונים
					אצל רב"	".
				
				
					בזמן הגאונים אצל רב שרירא גאון זצ״ל הי׳ אז בימיו עושר מופלג
					פרנס ומנהיג את ישראל והי׳ לו ספר תורה שהי׳ כתב ידו
					של עזרא הסופר ולהעושר הזה הי׳ לו שני בנים ולאחר"	""
"removed"	"רירא גאון"	"PER"	""	"21684"	"21693"	"Maasim-Tovim.xml"	"שום דעת והשיגו השגה גדולה כ״כ מרוב
					קדושתו ואורו שהכניס הצדיק בזה העולם ומכש״כ אנחנו עם ב״י :
				
				Maasim-Tovim_0010

					י) מעשה מה שהי׳ בספר תורה של עזרא הסופר בימי הגאונים
					אצל רב ש"	".
				
				
					בזמן הגאונים אצל רב שרירא גאון זצ״ל הי׳ אז בימיו עושר מופלג
					פרנס ומנהיג את ישראל והי׳ לו ספר תורה שהי׳ כתב ידו
					של עזרא הסופר ולהעושר הזה הי׳ לו שני בנים ולאחר"	"שרירא גאון"
"added"	"מעשים טובים"	""	"WOA"	"22174"	"22185"	"Maasim-Tovim.xml"	"להס״ת הזה והי׳ שם בהעיר הנ""ל כופר אחד
					אפיקורוס שאין לו חלק לעוה""ב ובראותו כל זאת מאד חרה אפו
					על היורש הזה שאיבד הון רב בעד ס״ת אחד ועשה ברשעתו
				
				
					מומר"	"מומר להכעיס ימ״ש והחליף את מלבושיו כדי שלא יכירוהו והלך
					לבית הכנסת אשר הי' שם הס״ת הזה והתחבא שמה באיזה זויות
					עד הערב וכאשר הלכו כל האנשים לביתם לקח הכופר הזה את
					הס״ת"	"
				מעשים טובים"
"added"	"שמעלקי"	""	"PER"	"23181"	"23187"	"Maasim-Tovim.xml"	"אשר הס״ת לא יתקן שום אדם כי כן יצא
					הפס""ד מהב״ד של מעלה אשר עזרא הסופר בעצמו יתקן את הס״ת
					וכן הי׳ כאשר אמר אביו :
				
				Maasim-Tovim_0011

					יא) מעשה פלא מהקדוש והטהור רבן של ישראל ר׳"	"מ זי״ע.
				ניקלשפורג
				
					זאת המעשה סיפר ההצה״ק מו""ה יהושיע העשיל מ בעהמ״ח
					אפטא הנה הר״ר שמעלקי הי' עוסק יומם ולילה על
					אוהב ישראלהתורה והעבודה לא נתן שינה לעיניו ולעפעפיו תנומה"	""
"added"	"ניקלשפורג"	""	"GPE"	"23194"	"23203"	"Maasim-Tovim.xml"	"כי כן יצא
					הפס""ד מהב״ד של מעלה אשר עזרא הסופר בעצמו יתקן את הס״ת
					וכן הי׳ כאשר אמר אביו :
				
				Maasim-Tovim_0011

					יא) מעשה פלא מהקדוש והטהור רבן של ישראל ר׳ שמעלקי
					מ זי״ע."	"זאת המעשה סיפר ההצה״ק מו""ה יהושיע העשיל מ בעהמ״ח
					אפטא הנה הר״ר שמעלקי הי' עוסק יומם ולילה על
					אוהב ישראלהתורה והעבודה לא נתן שינה לעיניו ולעפעפיו תנומה אך אם הלכו
					כמה וכמה"	"מ זי״ע.
		"
