story_id	edition	human	claude	gemini	agreement	claude_reasoning	gemini_reasoning
Khal-Hasidim_0045	Khal-Hasidim	minor	no-women	minor	human=gemini/claude-differs	The story revolves entirely around Rabbi David of Mikolayev, the Baal Shem Tov, a community leader (parnas), and a visiting preacher — no women appear in any capacity. The 'נשמה' (soul) mentioned is a grammatically feminine Hebrew noun but functions as an abstract spiritual entity requiring rectification, not as a female character acting in the narrative.	The story primarily focuses on Rabbi David of Mikilev and his relationship with the Baal Shem Tov. While women are mentioned (the Jewish residents of the village), they don't play a significant role in the plot or its spiritual meaning.
Khal-Hasidim_0046	Khal-Hasidim	no-women	no-women	no-women	all-agree	The story concerns R' Leibish's illness and the Besht's miraculous healing intervention, involving only male characters (R' Leibish, the Besht, R' Yitzchak, and the Angel of Death). No women appear in any capacity.	This story focuses on the Ba'al Shem Tov's healing of Rabbi Leibush and makes no mention of any women characters.
Khal-Hasidim_0047	Khal-Hasidim	no-women	no-women	no-women	all-agree	The story centers entirely on two male characters — the anonymous man and Rabbi Yitzchak — and their spiritual relationship, study, and posthumous encounters. No women appear in any capacity.	This story focuses entirely on the interactions between two men and the spiritual journey of one of them, with no mention or presence of any women.
Khal-Hasidim_0048	Khal-Hasidim	no-women	no-women	no-women	all-agree	The story involves only male characters — a rabbi, a judge (dayan), and Reb Yitzchak — in a dispute about defective tefillin and a communal conflict. No women appear in any capacity.	This story involves a dispute between men and does not feature any women characters.
Khal-Hasidim_0049	Khal-Hasidim	no-women	no-women	no-women	all-agree	The story involves only male characters: R' Yitzchak, a man named Birech, and the scribe, with no women mentioned or present in any role.	This story focuses entirely on the interactions between Rabbi Yitzchak and another man regarding his tefillin. No women are mentioned or play any role.
Khal-Hasidim_0050	Khal-Hasidim	major	major	major	all-agree	דיא פרומע ריבעלע is the undisputed central character: the Besht's mystical vision singles her out, she negotiates charity, advocates for a sinner before the heavenly court, prays over her husband's grave, and orchestrates her sons' departure — her piety and actions drive every episode of the story.	The story revolves around the pious woman and mother, referred to as 'Dia Frume Ribele'. Her interactions with the Baal Shem Tov and her actions, such as praying for her sons to remain poor and pious, are central to the narrative's themes of piety, humility, and divine judgment.
Khal-Hasidim_0051	Khal-Hasidim	no-women	minor	minor	models-agree/human-differs	Two daughters are born to the male protagonists (R' Ber and R' Shmuel) as the outcome of R' Pinchas's blessing, and one of them becomes R' Pinchas's daughter-in-law, but no woman appears as an active character — they are merely referenced as outcomes of the men's spiritual efforts.	The story revolves around the actions of male Hasidim. While the birth of daughters to them is mentioned, the women themselves are not characters in the narrative; their existence serves only to reflect on the men.
Khal-Hasidim_0052	Khal-Hasidim	major+minor	major	minor	all-differ	The witch (מכשפה) is a central antagonist whose sorcery drives the entire plot — she actively works against the Besht's prayers for rain, sends her demon against him, and appears multiple times as a key agent. The Besht's mother also plays a named supporting role as intermediary. Women's actions are indispensable to the narrative's conflict and resolution.	A witch's mother briefly advises the Baal Shem Tov, but the witch and the Baal Shem Tov are the story's main actors. The mother plays a supporting role.
Khal-Hasidim_0053	Khal-Hasidim	no-women	no-women	no-women	all-agree	The story centers entirely on the Besht's encounter with a supernatural proclamation, his choice of illness over financial loss, his fervent prayer, and miraculous recovery. No women appear or are referenced in any capacity.	This story does not contain any women characters. It focuses on the Baal Shem Tov and his interactions with a divine decree and subsequent illness and recovery.
Khal-Hasidim_0054	Khal-Hasidim	no-women	no-women	no-women	all-agree	The story features only male characters throughout: the Besht, his stepson-in-law Rabbi Yosef Ashkenazi, and the spirit of the deceased Maggid Meisharim Rabbi Yosef. No women are mentioned or appear in any capacity.	No women are mentioned or appear in the story.
Khal-Hasidim_0055	Khal-Hasidim	no-women	no-women	no-women	all-agree	The story features only male characters — the Baal Shem Tov, two rabbis, two melamdim, and a servant — with no women mentioned or present in any capacity.	The story focuses on the Baal Shem Tov, a rabbi, and two teachers. No women appear or are mentioned in the narrative.
Khal-Hasidim_0056	Khal-Hasidim	no-women	no-women	no-women	all-agree	The story features only male characters — the Baal Shem Tov, R' Gershon his brother-in-law, R' Shimshon, and R' Yosef of Kamenka — with no women mentioned or appearing in any role.	This story focuses on the Baal Shem Tov, Rabbi Shimshon, and other male figures. No women are mentioned or play any role in the narrative.
Khal-Hasidim_0057	Khal-Hasidim	no-women	no-women	no-women	all-agree	The story revolves entirely around the displaced tax farmer, the Besht, the new tax farmer, and the lord (Adon); no women appear or are mentioned in any capacity.	This story focuses on the conflict between a tax collector and a landlord, and the intervention of the Baal Shem Tov. No women are mentioned or involved in the narrative.
Khal-Hasidim_0058	Khal-Hasidim	no-women	no-women	no-women	all-agree	The story is entirely about the Baal Shem Tov and his teacher, focusing on the Besht's state of devekut and how he learned to speak with people by reciting Psalms. No women appear in any capacity.	This story is about the Baal Shem Tov and his practices. There are no women mentioned.
Khal-Hasidim_0059	Khal-Hasidim	major	minor	minor	models-agree/human-differs	The mother of the sick child appears at two points — she curses the Baal Shem Tov when he seeks lodging, and later weeps with remorse when her son recovers — but these are brief, reactive moments. The story's central action and spiritual meaning revolve around the Besht's miraculous healing of the child through prayer and oath, not around the woman's role.	A woman (the mother of the sick child) plays a minor role. While she curses the Baal Shem Tov and her distress is mentioned, the focus remains on the Baal Shem Tov's actions and the miracle he performs.
